budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
0,"Deseo, El",Spain,Pedro Almodуvar,Comedy,2093370,Kika,UNRATED,5/6/1994,114,6.5,Peter Coyote,10149,Pedro Almodуvar,1993
0,Touchstone Pictures,USA,Bob Balaban,Comedy,3335984,My Boyfriend's Back,PG-13,8/6/1993,85,5.4,Andrew Lowery,3667,Dean Lorey,1993
8000000,New Line Cinema,USA,Gus Van Sant,Comedy,1710000,Even Cowgirls Get the Blues,R,5/20/1994,95,4.3,Uma Thurman,6381,Tom Robbins,1993
7000000,Artimm,USA,Robert Klane,Adventure,12741891,Weekend at Bernie's II,PG,7/9/1993,97,4.6,Andrew McCarthy,11036,Robert Klane,1993
9000000,Outlaw Productions (I),Canada,Mike Binder,Comedy,14904910,Indian Summer,PG-13,4/23/1993,97,6.5,Alan Arkin,4338,Mike Binder,1993
0,Metro-Goldwyn-Mayer (MGM),USA,Carl Reiner,Comedy,7852653,Fatal Instinct,PG-13,10/29/1993,91,5.7,Armand Assante,5807,David O'Malley,1993
13000000,Hanna-Barbera Productions,UK,Charles Grosvenor,Animation,6574896,Once Upon a Forest,G,6/18/1993,71,6.5,Michael Crawford,4131,Rae Lambert,1993
0,Touchstone Pictures,USA,James Lapine,Comedy,12440858,Life with Mikey,PG,6/4/1993,91,5.5,Michael J. Fox,4691,Marc Lawrence,1993
0,Metro-Goldwyn-Mayer (MGM),USA,Herbert Ross,Comedy,12416686,Undercover Blues,PG-13,9/10/1993,90,6,Kathleen Turner,6516,Ian Abrams,1993
28000000,Richard Williams Productions,UK,Richard Williams,Animation,669276,The Thief and the Cobbler,G,8/25/1995,72,7.1,Vincent Price,2780,Richard Williams,1993
30000000,Metro-Goldwyn-Mayer (MGM),USA,Robert Townsend,Action,8023147,The Meteor Man,PG,8/6/1993,100,5,Robert Townsend,5627,Robert Townsend,1993
14000000,Imagine Films Entertainment,USA,Henry Winkler,Comedy,31888805,Cop & Ѕ,PG,4/2/1993,97,3.9,Burt Reynolds,7406,Arne Olsen,1993
3000000,Trimark Pictures,USA,Anthony Hickox,Fantasy,3902679,Warlock: The Armageddon,R,9/24/1993,98,5.3,Julian Sands,4275,David Twohy,1993
8000000,Wildwood Enterprises,USA,Steven Soderbergh,Drama,1299318,King of the Hill,PG-13,8/20/1993,103,7.6,Jesse Bradford,6291,A.E. Hotchner,1993
10000000,New Line Cinema,USA,Michael Gottlieb,Action,4247162,Mr. Nanny,PG,10/8/1993,84,3.6,Hulk Hogan,7914,Edward Rugoff,1993
0,Island World,USA,Stephen Gyllenhaal,Drama,1497222,A Dangerous Woman,R,12/3/1993,102,5.9,Debra Winger,1327,Mary McGarry Morris,1993
11000000,Film Workshop,Hong Kong,Woo-Ping Yuen,Action,14681661,Iron Monkey,PG-13,10/12/2001,90,7.6,Rongguang Yu,13830,Tan Cheung,1993
10500000,Road Movies Filmproduktion,Germany,Wim Wenders,Drama,810455,"Faraway, So Close!",PG-13,12/21/1993,144,7.3,Otto Sander,6278,Wim Wenders,1993
0,"Movie Group, The",USA,Robert Radler,Action,6607218,Best of the Best II,R,3/5/1993,101,5.4,Eric Roberts,4469,Max Strom,1993
0,Walt Disney Pictures,USA,Mikael Salomon,Adventure,12890752,A Far Off Place,PG,3/12/1993,100,6.6,Reese Witherspoon,2952,Laurens van der Post,1993
18000000,Castle Rock Entertainment,USA,Billy Weber,Adventure,1528163,Josh and S.A.M.,PG-13,11/24/1993,96,5.8,Jacob Tierney,1253,Frank Deese,1993
25000000,Rastar Productions,USA,Mike Figgis,Drama,8315975,Mr. Jones,R,10/8/1993,114,5.8,Richard Gere,5931,Eric Roth,1993
10000000,Trimark Pictures,USA,Christopher Coppola,Crime,18369,Deadfall,R,10/8/1993,98,3.7,Michael Biehn,2376,Christopher Coppola,1993
11000000,New Line Cinema,USA,Michael Apted,Crime,16696219,Blink,R,1/26/1994,106,6.2,Madeleine Stowe,6770,Dana Stevens,1993
1000000,Ang Lee Productions,Taiwan,Ang Lee,Comedy,6933459,The Wedding Banquet,R,8/4/1993,106,7.7,Winston Chao,11573,Ang Lee,1993
10000000,Beacon Communications,USA,Leon Ichaso,Drama,18272447,Sugar Hill,R,2/25/1994,123,5.9,Wesley Snipes,3376,Barry Michael Cooper,1993
6000000,New Line Cinema,USA,John Lafia,Comedy,12974636,Man's Best Friend,R,11/19/1993,87,5.1,Ally Sheedy,3256,John Lafia,1993
0,Nordisk Film,Denmark,Еke Sandgren,Drama,309117,The Slingshot,R,6/3/1994,102,6.5,Jesper Salйn,1686,Еke Sandgren,1993
10000000,PolyGram Filmed Entertainment,UK,Mario Van Peebles,Western,18290000,Posse,R,5/14/1993,111,5.5,Mario Van Peebles,3422,Sy Richardson,1993
0,British Broadcasting Corporation (BBC),France,Leslie Megahey,Crime,667078,The Advocate,R,8/24/1994,100,6.8,Colin Firth,1663,Leslie Megahey,1993
0,Touchstone Pictures,USA,John Badham,Action,20208496,Another Stakeout,PG-13,7/23/1993,108,5.5,Richard Dreyfuss,11561,Jim Kouf,1993
1000000,New Horizons Picture,USA,Adam Simon,Horror,1753979,Carnosaur,R,5/21/1993,83,3.5,Diane Ladd,3208,John Brosnan,1993
14000000,Hollywood Pictures,USA,Patrick Hasburgh,Drama,8041049,Aspen Extreme,PG-13,1/22/1993,113,5.8,Paul Gross,2414,Patrick Hasburgh,1993
12000000,Twentieth Century Fox Film Corporation,USA,Rachel Talalay,Horror,5086909,Ghost in the Machine,R,12/29/1993,95,4.4,Karen Allen,2839,William Davies,1993
25000000,Filmauro,Italy,Blake Edwards,Comedy,2457574,Son of the Pink Panther,PG,8/27/1993,93,3.8,Roberto Benigni,4105,Maurice Richlin,1993
0,A&M; Films,Italy,Michael Lessac,Drama,322871,House of Cards,PG-13,6/25/1993,100,6.3,Kathleen Turner,2301,Michael Lessac,1993
0,Golden Harvest Company,Hong Kong,Kirk Wong,Action,194720,Crime Story,R,6/24/1993,107,6.8,Jackie Chan,4566,Tin Nam Chun,1993
0,Renn Productions,France,Claude Berri,Drama,378854,Germinal,R,3/31/1994,160,7.1,Renaud,3759,Claude Berri,1993
10000000,Cecchi Gori Europa N.V.,Italy,Abel Ferrara,Drama,72495,Dangerous Game,R,11/19/1993,108,5.7,Harvey Keitel,3022,Nicholas St. John,1993
12000000,A&M; Films,USA,Tony Bill,Biography,1703282,A Home of Our Own,PG,11/5/1993,104,7.1,Kathy Bates,2416,Patrick Sheane Duncan,1993
0,Hollywood Pictures,USA,Darrell Roodt,Comedy,3418141,Father Hood,PG-13,8/27/1993,95,4.8,Patrick Swayze,2440,Scott Spencer,1993
0,Prominent Features,UK,Robert Young,Comedy,3246063,Splitting Heirs,PG-13,4/30/1993,87,5.5,Eric Idle,3515,Eric Idle,1993
19000000,Krasnow Productions,USA,Emile Ardolino,Family,2119994,The Nutcracker,G,11/24/1993,92,5.8,Darci Kistler,1280,Susan Cooper,1993
11000000,Permut Presentations,USA,Ramуn Menйndez,Comedy,1044824,Money for Nothing,R,9/10/1993,100,5.7,John Cusack,3306,Mark Bowden,1993
8000000,Miramax,USA,Yves Simoneau,Drama,874148,Mother's Boys,R,3/18/1994,96,5.4,Jamie Lee Curtis,2570,Bernard Taylor,1993
0,American Playhouse,UK,John Madden,Drama,296081,Ethan Frome,PG,3/12/1993,99,6.3,Liam Neeson,1798,Richard Nelson,1993
0,Belbo Films,France,Sam Shepard,Drama,61274,Silent Tongue,PG-13,1/27/1995,102,5.3,Alan Bates,922,Sam Shepard,1993
0,Castle Rock Entertainment,USA,E. Max Frye,Comedy,9745803,Amos & Andrew,PG-13,3/5/1993,96,5.6,Nicolas Cage,7566,E. Max Frye,1993
11900000,DENTSU Music And Entertainment,Japan,Akira Kurosawa,Drama,48856,Maadadayo,Not specified,3/20/1998,134,7.4,Tatsuo Matsumura,4081,Akira Kurosawa,1993
0,Hollywood Pictures,USA,Sidney Lumet,Crime,22886222,Guilty as Sin,R,6/4/1993,107,5.6,Rebecca De Mornay,3881,Larry Cohen,1993
0,Bregman/Baer Productions,USA,Russell Mulcahy,Crime,6473326,The Real McCoy,PG-13,9/10/1993,105,5.5,Kim Basinger,7143,Desmond Lowden,1993
13000000,Night Life Inc.,USA,Anthony Minghella,Comedy,3125424,Mr. Wonderful,PG-13,10/15/1993,98,5.9,Matt Dillon,2743,Amy Schor Ferris,1993
0,Some Film,USA,Daniel Algrant,Comedy,1038959,Naked in New York,R,4/13/1994,95,5.7,Eric Stoltz,1393,Daniel Algrant,1993
0,Twentieth Century Fox Film Corporation,USA,Marshall Herskovitz,Drama,5145462,Jack the Bear,PG-13,4/2/1993,99,6.5,Danny DeVito,3451,Dan McCall,1993
0,Channel 4,UK,Derek Jarman,Biography,1718328,Blue,Not specified,12/3/1993,79,7.2,Derek Jarman,1414,Derek Jarman,1993
9000000,StudioCanal,USA,James B. Harris,Action,10058318,Boiling Point,R,4/16/1993,92,4.9,Wesley Snipes,4831,Gerald Petievich,1993
0,John Aaron Features II Inc.,Canada,Aaron Kim Johnston,Romance,121548,For the Moment,PG-13,4/19/1996,100,6.3,Russell Crowe,821,Aaron Kim Johnston,1993
0,Deutsche Film (DEFA),Germany,John Schlesinger,Drama,553454,The Innocent,R,9/1/1995,119,5.7,Isabella Rossellini,1319,Ian McEwan,1993
0,Channel Four Films,UK,Ken Loach,Drama,89388,Raining Stones,NOT RATED,10/8/1993,90,7.5,Bruce Jones,3399,Jim Allen,1993
0,Instituto Cubano del Arte e Industrias Cinematogrбficos (ICAIC),Cuba,Tomбs Gutiйrrez Alea,Comedy,2080805,Strawberry and Chocolate,R,1/20/1995,108,7.5,Jorge Perugorrнa,4563,Tomбs Gutiйrrez Alea,1993
0,Columbia Pictures Corporation,USA,Martha Coolidge,Comedy,9285189,Lost in Yonkers,PG,5/14/1993,114,6.7,Richard Dreyfuss,2180,Neil Simon,1993
999999,Incorporated Television Company (ITC),USA,Rusty Cundieff,Comedy,238230,Fear of a Black Hat,R,6/3/1994,88,7.2,Larry B. Scott,3462,Rusty Cundieff,1993
0,Joco,USA,Maggie Greenwald,Drama,543091,The Ballad of Little Jo,R,8/20/1993,100,6.8,Suzy Amis,1211,Maggie Greenwald,1993
0,De Passe Entertainment,USA,Ted Demme,Comedy,11299730,Who's the Man?,R,4/23/1993,100,5.5,Ed Lover,1519,Doctor Drй,1993
0,Hollywood Pictures,USA,Luis Mandoki,Comedy,17952857,Born Yesterday,PG,3/26/1993,100,5.1,Melanie Griffith,3296,Garson Kanin,1993
8030000,Davis Entertainment,USA,Deran Sarafian,Action,3411885,Gunmen,R,2/4/1994,94,5.2,Christopher Lambert,2861,Stephen Sommers,1993
0,Warner Bros.,USA,Randa Haines,Drama,231700,Wrestling Ernest Hemingway,PG-13,12/17/1993,123,7.1,Robert Duvall,2547,Steve Conrad,1993
0,Blurco,USA,Gregg Araki,Comedy,98967,Totally F***ed Up,UNRATED,1/13/1995,78,6.1,James Duval,2164,Gregg Araki,1993
0,Baltimore Pictures,USA,Glenn Gordon Caron,Comedy,84859,Wilder Napalm,PG-13,8/20/1993,109,5.5,Debra Winger,1349,Vince Gilligan,1993
13000000,Parkway Productions,USA,John Whitesell,Drama,2570145,Calendar Girl,PG-13,9/3/1993,90,5,Jason Priestley,1901,Paul W. Shapiro,1993
2500000,Fine Line Features,USA,Michael Steinberg,Drama,764083,"Bodies, Rest & Motion",R,4/9/1993,95,5.6,Phoebe Cates,2008,Roger Hedden,1993
0,Les Productions Lazennec,France,Tran Anh Hung,Drama,1910763,The Scent of Green Papaya,NOT RATED,1/28/1994,104,7.4,Tran Nu Yкn-Khк,6642,Tran Anh Hung,1993
0,Golden Harvest Company,Hong Kong,Hark Tsui,Action,3560604,Once Upon a Time in China III,R,2/11/1993,109,6.8,Jet Li,5426,Tin-suen Chan,1993
0,Republic Pictures (II),USA,Kevin Tenney,Horror,168180,Witchboard 2,R,9/10/1993,98,5,Ami Dolenz,1178,Kevin Tenney,1993
1000000,Channel Four Films,USA,Haile Gerima,Drama,2691899,Sankofa,Not specified,5/28/1993,100,7.1,Kofi Ghanaba,456,Haile Gerima,1993
0,Price Entertainment,USA,Alan Spencer,Comedy,2786807,Hexed,R,1/22/1993,100,5.5,Arye Gross,1313,Alan Spencer,1993
0,Sacher Film,Italy,Nanni Moretti,Biography,472598,Caro diario,UNRATED,9/30/1994,100,7.3,Nanni Moretti,5831,Nanni Moretti,1993
0,Dove Audio,USA,Steven Hilliard Stern,Drama,21647,Morning Glory,PG-13,9/17/1993,96,6.6,Christopher Reeve,315,Charles Jarrott,1993
0,New Line Cinema,USA,Yurek Bogayevicz,Comedy,5495507,Three of Hearts,R,4/30/1993,100,5.5,William Baldwin,1699,Adam Greenman,1993
0,Island World,USA,Tom Flynn,Comedy,120623,Watch It,R,3/26/1993,102,6.4,Peter Gallagher,505,Tom Flynn,1993
5000000,Trimark Pictures,USA,Stephen Cornwell,Action,2970,Philadelphia Experiment II,PG-13,6/4/1994,97,4.5,Brad Johnson,1526,Wallace C. Bennett,1993
0,Beijing Film Studio,China,Zhuangzhuang Tian,Drama,355974,El papalote azul,Not specified,3/25/1994,100,7.7,Tian Yi,2170,Xiao Mao,1993
0,Atlantis Films,Canada,Denys Arcand,Drama,953755,Love & Human Remains,R,6/23/1995,100,6.7,Thomas Gibson,2248,Brad Fraser,1993
0,Carrie Productions Inc.,USA,Tim Hunter,Drama,57115,The Saint of Fort Washington,R,11/17/1993,100,7.2,Danny Glover,2027,Lyle Kessler,1993
800000,Full Crew/Say Yea,USA,Victor Nunez,Drama,1001437,Ruby in Paradise,R,11/5/1993,114,7.1,Ashley Judd,2137,Jane Austen,1993
25000000,Castle Rock Entertainment,USA,Frank Darabont,Crime,28341469,The Shawshank Redemption,R,10/14/1994,142,9.3,Tim Robbins,1861666,Stephen King,1994
8000000,Miramax,USA,Quentin Tarantino,Crime,107928762,Pulp Fiction,R,10/14/1994,154,8.9,John Travolta,1456787,Quentin Tarantino,1994
55000000,Paramount Pictures,USA,Robert Zemeckis,Comedy,330252182,Forrest Gump,PG-13,7/6/1994,142,8.8,Tom Hanks,1402876,Winston Groom,1994
0,Gaumont,France,Luc Besson,Crime,19501238,Lйon: The Professional,R,11/18/1994,110,8.6,Jean Reno,806235,Luc Besson,1994
45000000,Walt Disney Pictures,USA,Roger Allers,Animation,312900000,The Lion King,G,6/24/1994,88,8.5,Matthew Broderick,723070,Irene Mecchi,1994
60000000,Geffen Pictures,USA,Neil Jordan,Drama,105264608,Interview with the Vampire: The Vampire Chronicles,R,11/11/1994,123,7.6,Brad Pitt,255095,Anne Rice,1994
30000000,The Mark Gordon Company,USA,Jan de Bont,Action,121248145,Speed,R,6/10/1994,116,7.2,Keanu Reeves,279357,Graham Yost,1994
0,Universal Pictures,USA,Penelope Spheeris,Comedy,51764950,The Little Rascals,PG,8/5/1994,82,6.3,Travis Tedford,36665,Penelope Spheeris,1994
4400000,PolyGram Filmed Entertainment,UK,Mike Newell,Comedy,52700832,Four Weddings and a Funeral,R,4/15/1994,117,7.1,Hugh Grant,115440,Richard Curtis,1994
18000000,New Line Cinema,USA,Chuck Russell,Comedy,119938730,The Mask,PG-13,7/29/1994,101,6.9,Jim Carrey,286352,Michael Fallon,1994
16000000,New Line Cinema,USA,Peter Farrelly,Comedy,127175354,Dumb and Dumber,PG-13,12/16/1994,107,7.3,Jim Carrey,306934,Peter Farrelly,1994
34000000,Warner Bros.,USA,Oliver Stone,Crime,50282766,Natural Born Killers,R,8/26/1994,118,7.3,Woody Harrelson,185627,Quentin Tarantino,1994
30000000,TriStar Pictures,USA,Edward Zwick,Drama,66638883,Legends of the Fall,R,1/13/1995,133,7.5,Brad Pitt,121453,Susan Shilliday,1994
55000000,Canal+,France,Roland Emmerich,Action,71565669,Stargate: la puerta del tiempo,PG-13,10/28/1994,116,7.1,Kurt Russell,156375,Dean Devlin,1994
115000000,Twentieth Century Fox Film Corporation,USA,James Cameron,Action,146282411,True Lies,R,7/15/1994,141,7.2,Arnold Schwarzenegger,202934,Claude Zidi,1994
23000000,Crowvision Inc.,USA,Alex Proyas,Action,50693162,The Crow,R,5/13/1994,102,7.6,Brandon Lee,144969,James O'Barr,1994
12000000,Morgan Creek Productions,USA,Tom Shadyac,Comedy,72217000,Ace Ventura: Pet Detective,PG-13,2/4/1994,86,6.9,Jim Carrey,232964,Jack Bernstein,1994
63000000,Warner Bros.,USA,Lawrence Kasdan,Adventure,25052000,Wyatt Earp,PG-13,6/24/1994,191,6.7,Kevin Costner,38101,Dan Gordon,1994
46000000,Universal Pictures,USA,Brian Levant,Comedy,130512915,The Flintstones,PG,5/27/1994,91,4.8,John Goodman,64538,Tom S. Parker,1994
0,Avnet/Kerner Productions,USA,Sam Weisman,Comedy,45610410,D2: The Mighty Ducks,PG,3/25/1994,106,6,Emilio Estevez,30231,Steven Brill,1994
11500000,Jersey Films,USA,Ben Stiller,Comedy,20982557,Reality Bites,PG-13,2/18/1994,99,6.6,Winona Ryder,38652,Helen Childress,1994
35000000,Paramount Pictures,USA,David Carson,Action,75668868,Star Trek: Generations,PG,11/18/1994,118,6.6,Patrick Stewart,64703,Gene Roddenberry,1994
18000000,Touchstone Pictures,USA,Tim Burton,Biography,5887457,Ed Wood,R,10/7/1994,127,7.9,Johnny Depp,149166,Rudolph Grey,1994
8000000,New Line Cinema,USA,Wes Craven,Fantasy,18090181,New Nightmare,R,10/14/1994,112,6.4,Heather Langenkamp,41464,Wes Craven,1994
230000,View Askew Productions,USA,Kevin Smith,Comedy,3151130,Clerks,R,11/9/1994,92,7.8,Brian O'Halloran,190615,Kevin Smith,1994
45000000,TriStar Pictures,USA,Kenneth Branagh,Drama,22006296,Mary Shelley's Frankenstein,R,11/4/1994,123,6.4,Robert De Niro,44892,Mary Shelley,1994
62000000,Mace Neufeld Productions,USA,Phillip Noyce,Action,122187717,Clear and Present Danger,PG-13,8/3/1994,141,6.9,Harrison Ford,74328,Tom Clancy,1994
15000000,Columbia Pictures Corporation,USA,Gillian Armstrong,Drama,50083616,Little Women,PG,12/25/1994,115,7.3,Susan Sarandon,39288,Louisa May Alcott,1994
40000000,Warner Bros.,USA,Donald Petrie,Comedy,38087756,Riўhie Riўh,PG,12/21/1994,95,5.3,Macaulay Culkin,53644,Neil Tolkin,1994
600000,Genre Pictures,USA,Kim Henkel,Comedy,141626,Texas Chainsaw Massacre: The Next Generation,R,10/21/1995,95,3.2,Renйe Zellweger,16202,Kim Henkel,1994
50000000,Twentieth Century Fox Film Corporation,USA,Patrick Read Johnson,Adventure,16671505,Baby's Day Out,PG,7/1/1994,99,6,Lara Flynn Boyle,36625,John Hughes,1994
35000000,Capcom Entertainment,Japan,Steven E. de Souza,Action,33423521,Street Fighter,PG-13,12/23/1994,102,3.8,Jean-Claude Van Damme,56055,Steven E. de Souza,1994
20000000,Warner Bros.,USA,Duwayne Dunham,Comedy,19288821,Little Giants,PG,10/14/1994,107,6.3,Rick Moranis,21057,James Ferguson,1994
0,Twentieth Century Fox Film Corporation,USA,Michael Lehmann,Comedy,5370000,Airheads,PG-13,8/5/1994,92,6.1,Brendan Fraser,40298,Rich Wilkes,1994
0,PolyGram Filmed Entertainment,Australia,Stephan Elliott,Comedy,11220670,"Las aventuras de Priscilla, reina del desierto",R,8/10/1994,104,7.5,Hugo Weaving,39500,Stephan Elliott,1994
5000000,WingNut Films,New Zealand,Peter Jackson,Biography,3049135,Criaturas celestiales,R,3/27/1998,99,7.4,Melanie Lynskey,52852,Fran Walsh,1994
8000000,New Line Cinema,USA,John Carpenter,Fantasy,8946600,In the Mouth of Madness,R,2/3/1995,95,7.2,Sam Neill,47554,Michael De Luca,1994
31000000,Egg Pictures,USA,Michael Apted,Drama,33683817,Nell,PG-13,12/23/1994,112,6.5,Jodie Foster,23973,Mark Handley,1994
45000000,Warner Bros.,USA,Joel Schumacher,Crime,92115211,The Client,PG-13,7/20/1994,119,6.7,Susan Sarandon,49609,John Grisham,1994
75000000,Donner/Shuler-Donner Productions,USA,Richard Donner,Action,101631272,Maverick,PG,5/20/1994,127,7,Mel Gibson,88132,Roy Huggins,1994
22000000,Walt Disney Pictures,USA,John Pasquin,Comedy,144833357,The Santa Clause,PG,11/11/1994,97,6.4,Tim Allen,71963,Leo Benvenuti,1994
0,Paramount Pictures,USA,William Friedkin,Drama,22355000,Blue Chips,PG-13,2/18/1994,108,6.1,Nick Nolte,10150,Ron Shelton,1994
0,Touchstone Pictures,France,Steve Miner,Comedy,25479558,My Father the Hero,PG,2/4/1994,90,5.4,Gйrard Depardieu,9254,Gйrard Lauzier,1994
0,Jet Tone Production,Hong Kong,Kar-Wai Wong,Crime,600200,Chungking Express,PG-13,3/8/1996,102,8.1,Brigitte Lin,45500,Kar-Wai Wong,1994
45000000,Warner Bros.,Peru,Luis Llosa,Action,57362581,The Specialist,R,10/7/1994,110,5.5,Sylvester Stallone,53868,John Shirley,1994
0,Walt Disney Pictures,USA,Rupert Wainwright,Comedy,30577969,Blank Check,PG,2/11/1994,93,5.2,Brian Bonsall,15449,Blake Snyder,1994
40000000,Cinergi Pictures Entertainment,USA,Penny Marshall,Comedy,24332324,Renaissance Man,PG-13,6/3/1994,128,6.1,Danny DeVito,14657,Jim Burnstein,1994
27000000,Vegahom Europe,USA,Stephen Sommers,Adventure,44342956,El Libro de la Selva,PG,12/30/1994,111,6,Jason Scott Lee,14034,Rudyard Kipling,1994
3000000,CiBy 2000,Australia,P.J. Hogan,Comedy,15185594,La boda de Muriel,R,3/31/1995,106,7.2,Toni Collette,29720,P.J. Hogan,1994
24000000,Caravan Pictures,USA,William Dear,Comedy,50236831,Angels in the Outfield,PG,7/15/1994,102,6.1,Danny Glover,23966,Dorothy Kingsley,1994
55000000,Paramount Pictures,USA,John Landis,Action,42610000,Beverly Hills Cop III,R,5/25/1994,104,5.5,Eddie Murphy,64891,Danilo Bach,1994
31000000,Baltimore Pictures,USA,Robert Redford,Biography,24822619,Quiz Show,PG-13,10/7/1994,133,7.5,Ralph Fiennes,57114,Paul Attanasio,1994
55000000,Warner Bros.,USA,Barry Levinson,Drama,83015089,Disclosure,R,12/9/1994,128,6,Michael Douglas,39139,Michael Crichton,1994
0,Communicado Productions,New Zealand,Lee Tamahori,Crime,2201126,Somos guerreros,R,3/3/1995,102,7.9,Rena Owen,27093,Riwia Brown,1994
0,New Line Cinema,USA,Jessie Nelson,Comedy,20160000,"Corrina, Corrina",PG,8/26/1994,115,6.5,Ray Liotta,10650,Jessie Nelson,1994
70000000,Columbia Pictures Corporation,USA,Mike Nichols,Drama,65012000,Wolf,R,6/17/1994,125,6.2,Jack Nicholson,46095,Jim Harrison,1994
30000000,Paramount Pictures,USA,Peter Segal,Comedy,51132598,Naked Gun 33 1/3: The Final Insult,PG-13,3/18/1994,83,6.5,Leslie Nielsen,82374,Pat Proft,1994
0,Twentieth Century Fox Film Corporation,USA,Jonathan Kaplan,Romance,15240435,Bad Girls,R,4/22/1994,99,5.1,Madeleine Stowe,10190,Albert S. Ruddy,1994
27000000,Twentieth Century Fox Film Corporation,USA,Pixote Hunt,Animation,13670688,The Pagemaster,G,11/23/1994,80,6,Macaulay Culkin,17391,David Kirschner,1994
30000000,PolyGram Filmed Entertainment,UK,Joel Coen,Comedy,2869369,The Hudsucker Proxy,PG,3/11/1994,111,7.3,Tim Robbins,68649,Ethan Coen,1994
40000000,Cinergi Pictures Entertainment,USA,Richard Rush,Mystery,19721814,Color of Night,R,8/19/1994,121,5.1,Bruce Willis,19835,Billy Ray,1994
45000000,Universal Pictures,USA,Curtis Hanson,Action,46815748,The River Wild,PG-13,9/30/1994,111,6.3,Meryl Streep,35146,Denis O'Neill,1994
8000000,Twentieth Century Fox Film Corporation,USA,Hart Bochner,Comedy,4350774,PCU,PG-13,4/29/1994,79,6.6,Jeremy Piven,10934,Adam Leff,1994
0,MK2 Productions,Switzerland,Krzysztof Kieslowski,Drama,4043686,Three Colors: Red,R,11/23/1994,99,8.1,Irиne Jacob,69096,Krzysztof Kieslowski,1994
25000000,New Line Cinema,USA,Jeremy Leven,Comedy,22150451,Don Juan DeMarco,PG-13,4/7/1995,97,6.7,Johnny Depp,43444,Lord Byron,1994
0,Hollywood Pictures,USA,Jonathan Prince,Adventure,10471613,Camp Nowhere,PG,8/26/1994,96,5.9,Jonathan Jackson,7684,Andrew Kurtzman,1994
10000000,Golden Harvest Company,Hong Kong,Chia-Liang Liu,Action,11546543,The Legend of Drunken Master,R,10/20/2000,102,7.6,Jackie Chan,37144,Edward Tang,1994
